container;schiff;sea_etd_pol;sea_eta_pod;sea_dat_ank_hafen;sea_dat_cont_entl;sea_dat_abf_hafen;sea_dat_ank_vz;pod_id;pod_name;pod_land
TCKU1176947;MSC REBECCA;07.12.2020 00:00;25.01.2021 00:00;25.01.2021 00:00;25.01.2021 00:00;29.01.2021 00:00;04.02.2021 00:00;;;
MSKU5494468;MSC PALOMA;10.11.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;11.12.2020 00:00;04.01.2021 00:00;;;;
MSKU5529749;MAERSK HERRERA;02.12.2020 00:00;04.01.2021 00:00;05.01.2021 00:00;05.01.2021 00:00;07.01.2021 00:00;11.01.2021 00:00;;;
SUDU7483701;MAERSK HERRERA;27.11.2020 00:00;04.01.2021 00:00;05.01.2021 00:00;05.01.2021 00:00;07.01.2021 00:00;13.01.2021 00:00;;;
CAIU6324040;HMM SOUTHAMPTON;19.11.2020 00:00;21.12.2020 00:00;21.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;13.01.2021 00:00;;;
TCLU2953144;THALASSA MANA;15.11.2020 00:00;10.12.2020 00:00;12.12.2020 00:00;12.12.2020 00:00;16.12.2020 00:00;30.12.2020 00:00;;;
GESU5924758;ULSAN EXPRESS;21.12.2020 00:00;19.01.2021 00:00;19.01.2021 00:00;19.01.2021 00:00;27.01.2021 00:00;03.02.2021 00:00;;;
FTAU1264292;MSC FEBE;25.12.2020 00:00;27.01.2021 00:00;02.02.2021 00:00;02.02.2021 00:00;05.02.2021 00:00;09.02.2021 00:00;;;
TRHU2222686;MSC MIA;14.11.2020 00:00;15.12.2020 00:00;15.12.2020 00:00;16.12.2020 00:00;18.12.2020 00:00;30.12.2020 00:00;;;
FCIU7310440;MADRID MAERSK;13.11.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;12.12.2020 00:00;21.12.2020 00:00;05.01.2021 00:00;;;
MNBU4168866;MSC VALERIA;04.12.2020 00:00;29.12.2020 00:00;08.01.2021 00:00;;;20.01.2021 00:00;;;
HLXU3498007;SALAHUDDIN;11.11.2020 00:00;07.12.2020 00:00;16.12.2020 00:00;17.12.2020 00:00;18.12.2020 00:00;31.12.2020 00:00;;;
MSCU5882382;SEAMAX GREENWICH;21.10.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;12.12.2020 00:00;18.12.2020 00:00;31.12.2020 00:00;;;
HLBU2349320;LINAH;17.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;05.01.2021 00:00;;;;
TEMU6508099;MSC LONDON;20.11.2020 00:00;26.12.2020 00:00;29.12.2020 00:00;29.12.2020 00:00;05.01.2021 00:00;14.01.2021 00:00;;;
HASU4226158;POLAR COSTA RICA;27.12.2021 00:00;29.01.2021 00:00;29.01.2021 00:00;29.01.2021 00:00;02.02.2021 00:00;;;;
UACU4125913;NYK VESTA;22.12.2020 00:00;17.01.2021 00:00;19.01.2021 00:00;20.01.2021 00:00;23.01.2021 00:00;;;;
MRKU0088000;MSC DEILA;23.11.2020 00:00;31.12.2020 00:00;02.01.2021 00:00;05.01.2021 00:00;07.01.2021 00:00;19.01.2021 00:00;;;
MRKU0236598;MSC DEILA;16.11.2020 00:00;31.12.2020 00:00;02.01.2021 00:00;03.01.2021 00:00;07.01.2021 00:00;19.01.2021 00:00;;;
BMOU6945198;MSC NAOMI;19.11.2020 00:00;24.12.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;06.01.2021 00:00;15.01.2021 00:00;;;
TCNU6912304;THALASSA PISTIS;10.12.2020 00:00;07.01.2021 00:00;09.01.2021 00:00;09.01.2021 00:00;15.01.2021 00:00;23.01.2021 00:00;;;
UACU3627075;SALAHUDDIN;11.11.2020 00:00;07.12.2020 00:00;16.12.2020 00:00;17.12.2020 00:00;29.12.2020 00:00;05.01.2021 00:00;;;
HLBU1265251;MADRID MAERSK;13.11.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;12.12.2020 00:00;21.12.2020 00:00;05.01.2021 00:00;;;
RFCU5093465;ONE EAGLE;01.11.2020 00:00;19.12.2020 00:00;19.12.2020 00:00;20.12.2020 00:00;22.12.2020 00:00;05.01.2021 00:00;;;
BMOU9861300;ONE BLUE JAY;24.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;01.01.2021 00:00;05.01.2021 00:00;;;;
HASU1229868;MSC PALOMA;10.11.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;11.12.2020 00:00;04.01.2021 00:00;;;;
HLBU2987583;MADRID MAERSK;13.11.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;12.12.2020 00:00;21.12.2020 00:00;05.01.2021 00:00;;;
MSCU5844525;MOSCOW MAERSK;02.01.2021 00:00;06.02.2021 00:00;06.02.2021 00:00;08.02.2021 00:00;09.02.2021 00:00;17.02.2021 00:00;;;
TEMU0758784;MADRID MAERSK;14.11.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;13.12.2020 00:00;21.12.2020 00:00;05.01.2021 00:00;;;
SUDU7579531;MSC NEW YORK;29.10.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;04.01.2021 00:00;;;;
CCLU7097039;EVER GREET;14.12.2020 00:00;16.01.2021 00:00;16.01.2021 00:00;19.01.2021 00:00;26.01.2021 00:00;02.02.2021 00:00;;;
MSCU5901841;MSC DITTE;25.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;01.01.2021 00:00;08.01.2021 00:00;12.01.2021 00:00;;;
HLXU3281182;LINAH;27.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;12.01.2021 00:00;;;
TCLU4788239;LINAH;27.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;12.01.2021 00:00;;;
CPSU1773245;AL MURABBA;18.11.2020 00:00;28.12.2020 00:00;08.01.2021 00:00;09.01.2021 00:00;08.01.2021 00:00;13.01.2021 00:00;;;
MRKU8590782;MILAN MAERSK;18.11.2020 00:00;13.12.2020 00:00;26.12.2020 00:00;28.12.2020 00:00;04.01.2021 00:00;08.01.2021 00:00;;;
INKU2621210;MSC PALOMA;08.11.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;11.12.2020 00:00;04.01.2021 00:00;13.01.2021 00:00;;;
MRKU6852142;MUNKEBO MAERSK;02.12.2020 00:00;11.01.2021 00:00;12.01.2021 00:00;12.01.2021 00:00;22.01.2021 00:00;26.01.2021 00:00;;;
TCLU2441997;MSC DITTE;19.11.2020 00:00;03.01.2021 00:00;03.01.2021 00:00;04.01.2021 00:00;08.01.2021 00:00;11.01.2021 00:00;;;
BHCU5017648;CMA CGM TITUS;01.12.2020 00:00;29.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;05.01.2021 00:00;11.01.2021 00:00;;;
MSCU5242153;MURCIA MAERSK;06.01.2021 00:00;14.02.2021 00:00;;;;;;;
TCNU7561673;BERLIN EXPRESS;20.12.2020 00:00;04.01.2021 00:00;06.01.2021 00:00;06.01.2021 00:00;13.01.2021 00:00;21.01.2021 00:00;;;
TCLU2828651;MARGRETHE MAERSK;19.11.2020 00:00;17.12.2020 00:00;17.12.2020 00:00;19.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
CMAU4288939;NINGBO EXPRESS;23.11.2020 00:00;21.12.2020 00:00;23.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
TEMU5580205;TOKYO TRIUMPH;28.11.2020 00:00;21.12.2020 00:00;21.12.2020 00:00;22.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
YMLU3474455;HMM ALGECIRAS;13.11.2020 00:00;13.12.2020 00:00;13.12.2020 00:00;15.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
DRYU9763860;CHACABUCO;12.09.2020 00:00;03.10.2020 00:00;14.08.2020 00:00;03.10.2020 00:00;06.10.2020 00:00;12.10.2020 00:00;;;
MRKU0203300;MSC DEILA;25.11.2020 00:00;02.01.2021 00:00;02.01.2021 00:00;04.01.2021 00:00;07.01.2021 00:00;12.01.2021 00:00;;;
UACU8157354;MATHILDE MAERSK;17.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;05.01.2021 00:00;09.01.2021 00:00;;;
FBIU0125135;AL MURABBA;20.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;02.01.2021 00:00;13.01.2021 00:00;14.01.2021 00:00;;;
TCNU2795215;MSC PALOMA;12.11.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;11.12.2020 00:00;20.12.2020 00:00;07.01.2021 00:00;;;
CMAU1757945;CMA CGM MOLIERE;29.11.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;24.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
MEDU4014140;MSC DITTE;20.11.2020 00:00;03.01.2021 00:00;03.01.2021 00:00;03.01.2021 00:00;08.01.2021 00:00;14.01.2021 00:00;;;
TGBU6051274;HMM STOCKHOLM;02.12.2020 00:00;05.01.2021 00:00;05.01.2021 00:00;08.01.2021 00:00;13.01.2021 00:00;20.01.2021 00:00;;;
BEAU5688948;MSC NAOMI;19.11.2020 00:00;24.12.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;06.01.2021 00:00;18.01.2021 00:00;;;
TCLU8932072;CMA CGM MOLIERE;27.11.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;24.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
UACU8411860;MARGRETHE MAERSK;19.11.2020 00:00;17.12.2020 00:00;17.12.2020 00:00;20.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
MAGU5658350;HMM SOUTHAMPTON;03.11.2020 00:00;21.12.2020 00:00;21.12.2020 00:00;;29.12.2020 00:00;07.01.2021 00:00;;;
HAMU1154833;LINAH;26.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
FSCU8949179;LINAH;26.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
HLBU2251648;LINAH;27.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;12.01.2021 00:00;;;
TRLU9125834;MSC DEILA;25.11.2020 00:00;02.01.2021 00:00;02.01.2021 00:00;05.01.2021 00:00;07.01.2021 00:00;19.01.2021 00:00;;;
CICU1692229;THALASSA PISTIS;18.12.2020 00:00;08.01.2021 00:00;07.01.2021 00:00;08.01.2021 00:00;08.01.2021 00:00;19.01.2021 00:00;;;
4510-0746-010.011;ONE HONG KONG;16.11.2020 00:00;18.12.2020 00:00;18.12.2020 00:00;20.12.2020 00:00;08.01.2021 00:00;10.01.2021 00:00;;;
UACU5264127;LINAH;26.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
MRKU0481492;MSC PALOMA;08.11.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;11.12.2020 00:00;20.12.2020 00:00;08.01.2021 00:00;;;
4870-9288-012.012;MOL GRANDEUR;13.12.2020 00:00;15.01.2021 00:00;;;;;;;
TCKU7260130;POLAR BRASIL;24.11.2020 00:00;25.12.2020 00:00;28.12.2020 00:00;29.12.2020 00:00;04.01.2021 00:00;06.01.2021 00:00;;;
MRKU0746272;MARGRETHE MAERSK;07.11.2020 00:00;17.12.2020 00:00;17.12.2020 00:00;19.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
FCBU8662380;HMM LE HAVRE;18.12.2020 00:00;22.01.2021 00:00;22.01.2021 00:00;23.01.2021 00:00;29.01.2021 00:00;03.02.2021 00:00;;;
TGHU5146124;NYK RUMINA;16.02.2021 00:00;24.03.2021 00:00;25.03.2021 00:00;25.03.2021 00:00;29.03.2021 00:00;07.04.2021 00:00;ANR;Antwerpen;BE
UACU8203172;BARZAN;11.11.2020 00:00;28.12.2020 00:00;28.12.2020 00:00;30.12.2020 00:00;05.01.2021 00:00;09.01.2021 00:00;;;
UACU8539790;AL MURABBA;20.11.2020 00:00;28.12.2020 00:00;08.01.2021 00:00;09.01.2021 00:00;08.01.2021 00:00;19.01.2021 00:00;;;
CAAU5838037;MSC DIANA;15.12.2020 00:00;21.01.2021 00:00;20.01.2021 00:00;21.01.2021 00:00;24.01.2021 00:00;29.01.2021 00:00;;;
MEDU1284270;MSC AMBRA;06.12.2020 00:00;09.01.2021 00:00;10.01.2021 00:00;10.01.2021 00:00;13.01.2021 00:00;20.01.2021 00:00;;;
TCLU1502059;CMA CGM TITUS;13.12.2020 00:00;29.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;05.01.2020 00:00;13.01.2021 00:00;;;
TCLU0710227;MSC PALOMA;12.11.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;11.12.2020 00:00;20.12.2020 00:00;07.01.2021 00:00;;;
TCNU2651096;CMA CGM TITUS;01.12.2020 00:00;29.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;05.01.2021 00:00;11.01.2021 00:00;;;
CAAU5850691;MSC DIANA;15.12.2020 00:00;21.01.2021 00:00;20.01.2021 00:00;21.01.2021 00:00;24.01.2021 00:00;27.01.2021 00:00;;;
TCLU1988589;MAERSK HERRERA;01.12.2020 00:00;14.01.2021 00:00;14.01.2021 00:00;15.01.2021 00:00;16.01.2021 00:00;22.01.2021 00:00;;;
FBIU0488357;HMM STOCKHOLM;07.12.2020 00:00;05.01.2021 00:00;05.01.2021 00:00;07.01.2021 00:00;12.01.2021 00:00;20.01.2021 00:00;;;
SEGU5651241;NINGBO EXPRESS;04.12.2020 00:00;21.12.2020 00:00;23.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
CAIU9274323;NINGBO EXPRESS;23.11.2020 00:00;21.12.2020 00:00;23.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
HLBU1469487;MAERSK EDMONTON;20.11.2020 00:00;19.12.2020 00:00;19.12.2020 00:00;20.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
CAIU6493863;HMM ALGECIRAS;13.11.2020 00:00;13.12.2020 00:00;13.12.2020 00:00;15.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
SEGU2186716;HMM ALGECIRAS;13.11.2020 00:00;13.12.2020 00:00;13.12.2020 00:00;15.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
MSKU6827666;MILAN MAERSK;18.11.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;27.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
TCKU6126342;MARGRETHE MAERSK;08.11.2020 00:00;18.12.2020 00:00;17.12.2020 00:00;18.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
CLHU4794683;AL MURABBA;20.11.2020 00:00;28.12.2020 00:00;08.01.2021 00:00;09.01.2021 00:00;08.01.2021 00:00;20.01.2020 00:00;;;
TCLU5388406;MARGRETHE MAERSK;18.11.2020 00:00;17.12.2020 00:00;17.12.2020 00:00;19.12.2020 00:00;05.01.2021 00:00;06.01.2021 00:00;;;
BSIU2071490;LINAH;20.11.2020 00:00;21.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
TCKU6001155;LINAH;26.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
CAIU8530842;LINAH;07.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
TGBU7092956;CHACABUCO;20.07.2020 00:00;14.08.2020 00:00;14.08.2020 00:00;14.08.2020 00:00;19.08.2020 00:00;25.08.2020 00:00;;;
HLBU2850796;AL MURABBA;30.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;02.01.2021 00:00;08.01.2021 00:00;19.01.2021 00:00;;;
TCLU5626818;MILAN MAERSK;25.11.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;12.01.2021 00:00;20.01.2021 00:00;;;
HLBU1365245;AL MURABBA;26.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;02.01.2021 00:00;13.01.2021 00:00;14.01.2021 00:00;;;
UACU8371140;LINAH;17.11.2020 00:00;21.12.2020 00:00;22.12.2020 00:00;;30.12.2020 00:00;08.01.2021 00:00;;;
TCLU5731644;TOKYO TRIUMPH;05.11.2020 00:00;21.12.2020 00:00;21.12.2020 00:00;22.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
SUDU7726123;MILAN MAERSK;18.11.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;28.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
UACU8223986;MADRID MAERSK;16.11.2020 00:00;11.12.2020 00:00;11.12.2020 00:00;12.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
APZU3581227;CMA CGM MOLIERE;29.11.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;24.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
MSKU2831930;MARGRETHE MAERSK;22.11.2020 00:00;18.12.2020 00:00;17.12.2020 00:00;18.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
SEGU2821093;HMM ALGECIRAS;13.11.2020 00:00;13.12.2020 00:00;13.12.2020 00:00;15.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
HLXU8035854;MARGRETHE MAERSK;19.11.2020 00:00;17.12.2020 00:00;17.12.2020 00:00;19.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
RFCU5041610;CMA CGM MOLIERE;27.11.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;24.12.2020 00:00;30.12.2020 00:00;07.01.2021 00:00;;;
TCNU8292202;CMA CGM TITUS;11.12.2020 00:00;29.12.2020 00:00;29.12.2020 00:00;30.12.2020 00:00;05.01.2020 00:00;09.01.2021 00:00;;;
FFAU1525341;MOL TRIBUTE;06.11.2020 00:00;17.12.2020 00:00;17.12.2020 00:00;18.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
TCLU9691452;MARGRETHE MAERSK;19.11.2020 00:00;17.12.2020 00:00;17.12.2020 00:00;19.12.2020 00:00;30.12.2020 00:00;08.01.2021 00:00;;;
SEGU6386230;HMM SOUTHAMPTON;03.11.2020 00:00;21.12.2020 00:00;21.12.2020 00:00;22.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
MSMU7607883;MSC AMBRA;06.12.2020 00:00;09.01.2021 00:00;10.01.2021 00:00;10.01.2021 00:00;13.01.2021 00:00;21.01.2021 00:00;;;
FSCU7865833;MAERSK EINDHOVEN;25.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;01.01.2021 00:00;11.01.2021 00:00;19.01.2021 00:00;;;
CMAU8309710;TOKYO TRIUMPH;25.11.2020 00:00;21.12.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;29.12.2020 00:00;07.01.2021 00:00;;;
CMAU7443601;CMA CGM MOLIERE;29.11.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;24.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
YMLU5012097;CHACABUCO;13.07.2020 00:00;14.08.2020 00:00;14.08.2020 00:00;15.08.2020 00:00;19.08.2020 00:00;21.08.2020 00:00;;;
4369-0746-010.020;ONE HONG KONG;14.11.2020 00:00;30.12.2020 00:00;29.12.2020 00:00;09.01.2021 00:00;09.01.2021 00:00;09.01.2021 00:00;;;
MSCU6076397;MSC AMBRA;05.12.2020 00:00;09.01.2021 00:00;10.01.2021 00:00;11.01.2021 00:00;11.01.2021 00:00;12.01.2021 00:00;;;
UACU8239555;MATHILDE MAERSK;17.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;05.01.2021 00:00;09.01.2021 00:00;;;
UACU3773146;LINAH;07.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
HASU1243070;MSC LONDON;18.11.2020 00:00;29.12.2020 00:00;29.12.2020 00:00;30.12.2020 00:00;04.01.2021 00:00;07.01.2021 00:00;;;
UACU6012120;LINAH;25.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
TCLU2852853;HMM LE HAVRE;23.12.2020 00:00;22.01.2021 00:00;22.01.2021 00:00;24.01.2021 00:00;26.01.2021 00:00;03.02.2021 00:00;;;
01900543301;Atlantic Sea;31.12.2020 00:00;15.01.2021 00:00;14.01.2021 00:00;14.01.2021 00:00;15.01.2021 00:00;19.01.2021 00:00;;;
APZU3972134;CMA CGM ZHENG HE;01.12.2020 00:00;09.01.2021 00:00;08.01.2021 00:00;09.01.2021 00:00;12.01.2021 00:00;19.01.2021 00:00;;;
TCKU1450615;ESTELLE MAERSK;30.11.2020 00:00;07.01.2021 00:00;07.01.2021 00:00;08.01.2021 00:00;09.01.2021 00:00;20.01.2021 00:00;;;
TCNU2857528;CMA CGM MOLIERE;10.08.2020 00:00;25.08.2020 00:00;25.08.2020 00:00;25.08.2020 00:00;01.09.2020 00:00;03.09.2020 00:00;;;
YMLU5138660;HMM SOUTHAMPTON;19.11.2020 00:00;21.12.2020 00:00;21.12.2020 00:00;23.12.2020 00:00;05.01.2021 00:00;15.01.2021 00:00;;;
HLXU8502769;AL MURABBA;30.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;03.01.2021 00:00;08.01.2021 00:00;19.01.2021 00:00;;;
MSMU7571760;MSC AMBRA;06.12.2020 00:00;09.01.2021 00:00;10.01.2021 00:00;11.01.2021 00:00;13.01.2021 00:00;15.01.2021 00:00;;;
CMAU1972969;CMA CGM ZHENG HE;01.12.2020 00:00;09.01.2021 00:00;08.01.2021 00:00;09.01.2021 00:00;12.01.2021 00:00;19.01.2021 00:00;;;
TCLU6917171;MSC ELOANE;14.12.2020 00:00;25.01.2021 00:00;25.01.2021 00:00;25.01.2021 00:00;05.02.2021 00:00;10.02.2021 00:00;;;
HASU1380832;POLAR COLOMBIA;12.12.2020 00:00;02.01.2021 00:00;02.01.2021 00:00;03.01.2021 00:00;07.01.2021 00:00;11.02.2021 00:00;;;
HLXU5231154;BARZAN;11.11.2020 00:00;28.12.2020 00:00;28.12.2020 00:00;30.12.2020 00:00;04.01.2021 00:00;08.01.2021 00:00;;;
HLBU3043058;AL MURABBA;03.12.2020 00:00;28.12.2020 00:00;08.01.2021 00:00;09.01.2021 00:00;08.01.2021 00:00;20.01.2021 00:00;;;
MSKU6364812;MSC ISABELLA;12.11.2020 00:00;20.12.2020 00:00;20.12.2020 00:00;20.12.2020 00:00;29.12.2020 00:00;08.01.2021 00:00;;;
MRKU9348789;MSC VALERIA;04.12.2020 00:00;08.01.2021 00:00;08.01.2021 00:00;10.01.2021 00:00;12.01.2021 00:00;20.01.2021 00:00;;;
OERU4112158;BERNHARD SCHULTE;17.12.2020 00:00;14.01.2021 00:00;14.01.2021 00:00;14.01.2021 00:00;19.01.2021 00:00;29.01.2021 00:00;;;
TGHU4790214;MSC NAOMI;23.11.2020 00:00;07.01.2021 00:00;07.01.2021 00:00;07.01.2021 00:00;13.01.2021 00:00;18.01.2021 00:00;;;
BMOU5959406;MSC MADHU B;23.11.2020 00:00;24.12.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;05.01.2021 00:00;07.01.2021 00:00;;;
MRSU3529078;MAERSK HERRERA;29.11.2020 00:00;04.01.2021 00:00;05.01.2021 00:00;05.01.2021 00:00;25.01.2021 00:00;02.02.2021 00:00;;;
UACU3934488;LINAH;27.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;12.01.2021 00:00;;;
TCLU6974103;MSC DITTE;18.11.2020 00:00;03.01.2021 00:00;03.01.2021 00:00;04.01.2021 00:00;08.01.2021 00:00;19.01.2021 00:00;;;
FCIU7453061;ONE BLUE JAY;24.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;01.01.2021 00:00;07.01.2021 00:00;15.01.2021 00:00;;;
TCLU4156936;AL MURABBA;30.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;01.01.2021 00:00;08.01.2021 00:00;19.01.2021 00:00;;;
FBIU0126281;ZENITH LUMOS;01.01.2021 00:00;02.02.2021 00:00;02.02.2021 00:00;04.02.2021 00:00;05.02.2021 00:00;09.02.2021 00:00;;;
4356-0746-010.012;ONE HONG KONG;12.11.2020 00:00;30.12.2020 00:00;29.12.2020 00:00;06.01.2021 00:00;06.01.2021 00:00;06.01.2021 00:00;;;
HNKU6025012;KN EURASIA EXPRESS;14.12.2020 00:00;02.01.2021 00:00;04.01.2020 00:00;04.01.2020 00:00;07.01.2021 00:00;;;;
MSCU5650345;MSC DITTE;25.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;01.01.2021 00:00;08.01.2021 00:00;15.01.2021 00:00;;;
MSDU7260036;MILAN MAERSK;27.11.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;29.12.2020 00:00;12.01.2021 00:00;;;
IKSU4317433;MSC DITTE;25.11.2020 00:00;31.12.2020 00:00;31.12.2020 00:00;01.01.2021 00:00;08.01.2021 00:00;12.01.2021 00:00;;;
HLXU1214035;YM WREATH;02.12.2020 00:00;06.01.2021 00:00;06.01.2021 00:00;07.01.2021 00:00;09.01.2021 00:00;;;;
CAIU2761654;MILAN MAERSK;18.11.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;28.12.2020 00:00;04.01.2021 00:00;12.01.2021 00:00;;;
APZU3453041;CMA CGM VASCO DE GAMA;19.11.2020 00:00;08.01.2021 00:00;08.01.2021 00:00;10.01.2021 00:00;15.01.2021 00:00;23.01.2021 00:00;;;
TEMU1598361;LINAH;27.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;12.01.2021 00:00;;;
HLBU2644856;LINAH;14.11.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;30.12.2020 00:00;31.12.2020 00:00;12.01.2021 00:00;;;
CAIU4703298;MSC PALOMA;08.11.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;10.12.2020 00:00;04.01.2021 00:00;12.01.2021 00:00;;;
TCNU7745979;LINAH;26.11.2020 00:00;22.12.2020 00:00;22.12.2020 00:00;23.12.2020 00:00;30.12.2020 00:00;09.01.2021 00:00;;;
TLLU2565229;YM WREATH;02.12.2020 00:00;06.01.2021 00:00;06.01.2021 00:00;07.01.2021 00:00;09.01.2021 00:00;12.01.2021 00:00;;;
TGBU7805379;MILAN MAERSK;27.11.2020 00:00;26.12.2020 00:00;26.12.2020 00:00;28.12.2020 00:00;29.12.2020 00:00;12.01.2021 00:00;;;
MEDU8284210;MSC AMBRA;24.11.2020 00:00;07.01.2021 00:00;07.01.2021 00:00;07.01.2021 00:00;13.01.2021 00:00;19.01.2021 00:00;;;
TRHU2723116;TBA;01.11.2020 00:00;22.12.2020 00:00;24.12.2020 00:00;24.12.2020 00:00;29.12.2020 00:00;04.01.2020 00:00;;;
MEDU8441026;MSC ELOANE;20.12.2020 00:00;27.01.2021 00:00;27.01.2021 00:00;27.01.2021 00:00;28.01.2021 00:00;03.02.2021 00:00;;;
